row_id,label,raw_logit,scaled_logit,polynomial_score,plaintext_decision,x_0,x_1,x_2
500,0,-0.84589557027270335,-0.84589557027270335,0.33577965880666577,False,-0.7151382017268838,-0.85904657007723662,-0.33609024494151207
501,0,-0.30821056458901447,-0.30821056458901447,0.43939963108786273,False,-0.98543795532899603,-0.35475497751788909,0.50230192576269816
502,0,-0.25595888014994067,-0.25595888014994067,0.44964317714168978,False,0.93287478353834685,-0.22854861062008192,-0.6804441769088827
503,0,-0.021168366598069477,-0.021168366598069477,0.49582986972233895,False,0.36311588060491506,0.90365852337563024,0.36680682550484467
504,0,-0.81811901821452837,-0.81811901821452837,0.34102088293411692,False,-0.33195143918108871,-0.46304658978952884,-0.4034009681370182
505,0,-0.59932035483567514,-0.59932035483567514,0.38279495735481273,False,-0.0083061209715622475,0.088498401845053865,-0.20702188094658203
506,1,1.2541433334644216,1.2541433334644216,0.73917579139733225,True,0.81898469711000255,-0.39229485037603795,0.58567345882366717
507,0,-0.19898282241046861,-0.19898282241046861,0.46083189821884563,False,0.41004794246092202,-0.42456356227788117,-0.36608579793178908
508,1,0.2397122901092304,0.2397122901092304,0.54716822377829244,True,0.44945830126523734,-0.39551139361594845,-0.014675039759111441
509,0,-0.29914134610561982,-0.29914134610561982,0.44117623012268609,False,-0.92274602153674445,-0.54770166537063536,0.38767053203204838
510,1,0.78404341806198907,0.78404341806198907,0.65252867187840846,True,0.750611313140642,0.49125870015120388,0.60765309802089784
511,1,0.55024284481633012,0.55024284481633012,0.60773145851285071,True,-0.16964236390453236,-0.21511508503715204,0.73199932785115007
512,0,-0.077333819718325758,-0.077333819718325758,0.48476708750121045,False,0.33894280400154897,-0.5022295170657548,-0.24966901787703533
513,0,-0.44280974895614161,-0.44280974895614161,0.41311378483710237,False,-0.1978785113810434,-0.09997291395778396,-0.028744497358499044
514,1,0.24942756037319097,0.24942756037319097,0.54907515774092763,True,-0.49176890509463411,0.26125232307444679,0.89455737165510141
