row_id,label,raw_logit,scaled_logit,polynomial_score,plaintext_decision,x_0,x_1,x_2,x_3
1,1,2.039728605959,0.175826141437,0.534616007321,True,-0.035036328787,-0.091828496051,-0.645550615233,0.305929125853
2,0,-4.962478390119,-0.427769373216,0.416042537792,False,0.428811901823,-1.085527170849,1.570276746005,-0.289554667794
3,1,3.671799153131,0.316511851303,0.562226002392,True,-0.657974280373,-0.290783402320,-0.105914636002,1.327229573796
4,0,-3.027905159002,-0.261007704256,0.448652606884,False,0.971554685828,-1.063617266919,0.531664944705,0.430579807368
8,0,-3.767796410494,-0.324786887159,0.436154025786,False,1.134096307152,-0.985506666315,0.455902526554,0.570044162945
10,1,4.532924173198,0.390741476328,0.576737438919,True,-0.777630785344,0.242814120789,-0.836342698198,-0.475910299998
15,1,0.921714614371,0.079452493669,0.515650135014,True,0.431413130192,0.353063801047,-1.399532152512,-0.620938409157
16,0,-6.413586585915,-0.552855992156,0.391763290724,False,0.729710750987,1.343569060384,-1.040697330768,-0.856686635298
17,0,-4.434856691248,-0.382287985555,0.424912743386,False,-0.690032662433,1.235436939041,0.085864855558,-1.872408344853
18,0,-2.193682076362,-0.189097046490,0.462774928538,False,-0.089799216301,1.270410815306,-1.158086695936,-2.411765926201
22,1,3.532159866050,0.304474839630,0.559868638135,True,-1.652698069349,-1.719462832328,2.465405019974,-0.191437592299
24,1,5.443514817294,0.469235075385,0.592026042215,True,-2.252949091349,0.799373496450,-0.158327475508,-2.614776645635
25,0,-7.226393237005,-0.622920537399,0.378251501547,False,1.705839272298,0.319131627151,-0.710705836649,1.087806729555
28,0,-6.141281030599,-0.529383048283,0.396304970287,False,-0.732074137153,1.529436086394,0.269990212281,-0.828291859073
31,0,-9.489148289916,-0.817971726468,0.341048716600,False,1.319170190429,1.606829449301,-1.251329224474,-1.500937860585
34,0,-5.364421915896,-0.462417207740,0.409299324158,False,0.465967285417,0.765099780794,-0.321648064414,0.596579009745
36,1,6.553653333293,0.564929851229,0.610570000878,True,-1.241668835322,-0.332835390027,-0.156167089650,0.546594659125
37,0,-4.382766118029,-0.377797738927,0.425789539426,False,1.379244505057,-0.723663675704,0.077227894069,1.006946042434
38,1,1.381785712637,0.119110968703,0.523458101324,True,0.367542428214,0.326918779288,-1.439188864281,-1.215844762817
40,1,4.174898004936,0.359879351085,0.570709795734,True,-1.260439861660,-0.218342394939,0.306118828376,0.459585429200
42,1,6.325537164183,0.545266065715,0.606768951645,True,-0.860553727537,-0.257920254134,-0.608826346621,0.179422046364
44,1,4.289370136186,0.369746934979,0.572637949642,True,-0.565244004194,-1.319449122547,0.732285294192,0.900806846126
47,0,-6.707262969824,-0.578171117542,0.386873378267,False,0.927790776108,0.672507809549,-0.431182147472,-0.140231550467
48,0,-6.388652462397,-0.550706651937,0.392178858012,False,1.056973401187,0.174249612389,-0.070975033969,0.767513653730
52,1,5.156147581021,0.444463803275,0.587208157375,True,-0.422967357933,-0.624018867107,-0.392315820772,0.513888649145
54,1,6.032734751302,0.520026277289,0.601882659357,True,-2.551457622552,1.183488437284,-0.327537005927,-1.204725463892
56,0,-5.326795868438,-0.459173814122,0.409930008532,False,0.502032965235,-0.322234152849,0.789994859152,0.410832314255
62,0,-8.839041591282,-0.761932039615,0.351668717621,False,1.243945478138,1.585978324828,-1.311787954895,-1.689154662994
66,0,-5.071607642819,-0.437176396956,0.414210468011,False,0.992716030127,-0.166397308599,0.048774031552,0.760727540824
67,0,-6.320267410889,-0.544811809014,0.393318917587,False,0.373131554034,1.031536508082,-0.326359217625,-0.462357163110
68,1,3.151845635404,0.271691466630,0.553442997942,True,-1.530545791213,-2.508902457318,3.279455822568,-0.038392134559
69,0,-4.658839431701,-0.401595466406,0.421144768648,False,-0.022694554729,0.181319526829,0.676935429586,0.914383844170
70,0,-3.869121337461,-0.333521172146,0.434444727828,False,-0.296364870182,-0.433192654736,1.442898746331,0.918087095658
72,1,3.598338361704,0.310179475777,0.560985985637,True,-0.169009080756,0.258354270888,-1.328855690463,-1.462664565571
75,0,-6.868807500853,-0.592096377735,0.384187317727,False,1.049556385162,1.141427569491,-1.008096810348,0.290500502066
77,0,-6.648299792876,-0.573088447299,0.387854454482,False,0.374115802606,1.029060330319,-0.246857476253,-0.474717242173
81,0,-6.553626845895,-0.564927567995,0.389430440175,False,1.512188365751,0.059047576606,-0.373667315065,1.314249104665
88,0,-5.467810846944,-0.471329411432,0.407566931929,False,0.957704902351,1.016337899744,-1.123149384874,-0.006943130302
92,0,-5.778667744562,-0.498125510034,0.402363672109,False,0.127371715945,1.426956481186,-0.654966506935,-1.339875054263
93,1,4.868573413027,0.419674693494,0.582380250694,True,-1.152313125675,0.237503146415,-0.527565597549,-0.928270104775
94,0,-5.326163476384,-0.459119301451,0.409940609623,False,0.576695249770,0.715968998560,-0.445709195960,-0.491372329404
96,1,4.641867374356,0.400132462286,0.578569840658,True,-0.492652156833,0.190507000184,-1.139621467925,-1.071437043727
97,0,-5.535895363039,-0.477198347977,0.406426592565,False,0.085277513623,0.920228048368,-0.049783550210,0.315802872410
99,0,-6.889012377939,-0.593838053351,0.383851556325,False,0.569700054562,0.852380777664,-0.210738024043,-0.487649988992
106,1,5.065782279294,0.436674246235,0.585691758646,True,-0.979401742610,-0.374532857387,-0.007560950678,1.229732888370
107,1,5.172805829083,0.445899756799,0.587487625171,True,-2.019963393655,0.809261130414,-0.358945534023,-2.701154032137
108,0,-6.107664613028,-0.526485287781,0.396866137308,False,0.767112196724,0.705722745748,-0.420190067572,0.242367777190
110,1,2.554065802497,0.220162394996,0.543329305426,True,-0.135176590645,-0.284070399019,-0.421761673827,1.035951664266
111,1,6.333360663360,0.545940457234,0.606899397716,True,-1.079092062263,-0.613413995447,0.030904456058,0.729254675411
112,1,4.750740909281,0.409517442962,0.580400224532,True,-1.432050630540,-1.724773806702,1.996649399231,1.034715656360
115,0,-3.343456985477,-0.288208509260,0.443318682849,False,0.527025848618,-1.494369735136,1.549680914763,0.458349421294
116,0,-4.198942551049,-0.361952009062,0.428885130470,False,0.689497166472,-0.084417039850,0.078991941907,0.770601287380
117,0,-4.030031063868,-0.347391711703,0.431731527113,False,1.261591648965,-0.828978077524,0.229371292601,0.932895329377
118,1,2.924850995628,0.252124357789,0.549604391639,True,-1.445127075854,-1.342417805934,1.998619634478,0.177570420620
122,1,2.768163518505,0.238617779299,0.546953356421,True,-0.186699894286,-0.351917669723,-0.339314201663,1.155047468550
