row_id,label,scaled_logit,polynomial_score,plaintext_decision,x_0
9101500,0,-0.0060499999999999998,0.49880815088578051,false,-1.181640625e-05
9101501,1,0.0060499999999999998,0.50119184911421955,true,1.181640625e-05
9101502,0,-0.089999999999999997,0.482272916,false,-0.00017578124999999999
9101503,1,0.089999999999999997,0.517727084,true,0.00017578124999999999
9101504,0,-0.90000000000000002,0.32561599999999996,false,-0.0017578125
9101505,1,0.90000000000000002,0.67438399999999998,true,0.0017578125
9101506,0,-1.8999999999999999,0.15313599999999997,false,-0.0037109374999999998
9101507,1,1.8999999999999999,0.84686400000000006,true,0.0037109374999999998
9101508,0,-2.8999999999999999,0.02625599999999996,false,-0.0056640624999999998
9101509,1,2.8999999999999999,0.97374399999999994,true,0.0056640624999999998
9101510,0,-3.8999999999999999,-0.031023999999999996,false,-0.0076171874999999998
9101511,1,3.8999999999999999,1.0310239999999999,true,0.0076171874999999998
9101512,0,-4.9000000000000004,0.0052959999999999674,false,-0.0095703125000000007
9101513,1,4.9000000000000004,0.99470399999999992,true,0.0095703125000000007
9101514,0,-5.9000000000000004,0.15921600000000014,false,-0.011523437500000001
9101515,1,5.9000000000000004,0.84078399999999986,true,0.011523437500000001
9101516,1,-9,1.6430000000000002,true,-0.017578125
9101517,0,9,-0.64300000000000024,false,0.017578125
9101518,1,-19,24.192999999999998,true,-0.037109375
9101519,0,19,-23.192999999999998,false,0.037109375
9101520,1,-29,92.343000000000018,true,-0.056640625
9101521,0,29,-91.343000000000018,false,0.056640625
9101522,1,-39,230.09299999999999,true,-0.076171875
9101523,0,39,-229.09299999999999,false,0.076171875
9101524,1,-49,461.44300000000004,true,-0.095703125
9101525,0,49,-460.44300000000004,false,0.095703125
9101526,1,-59,810.39300000000003,true,-0.115234375
9101527,0,59,-809.39300000000003,false,0.115234375
9101528,1,-79,1957.0929999999998,true,-0.154296875
9101529,0,79,-1956.0929999999998,false,0.154296875
9101530,1,-99,3862.1929999999998,true,-0.193359375
9101531,0,99,-3861.1929999999998,false,0.193359375
