mode,waterline,plan_status,input_id,input_x_sha256,input_y_sha256,plaintext_w,plaintext_c,encrypted_w_slot0,encrypted_c_slot0,max_abs_w_error,max_abs_c_error,rms_error,context_keygen_ms,load_preprocess_ms,encrypt_ms,evaluate_ms,decrypt_ms,total_ms
eva,15,PASS,corelab_v8_0000,sha256:e3de522f7042726828ee4dd40b8b2636a38dde2fd186a1ccd4a493663a402dc4,sha256:2c68c4821b74cd0a123bc34e55164d762abab5f1f7db0dbd995a6bf8451698fb,1.0133207526445074,0.03979162989121038,-0.6414173786574467,0.504672882462803,8.420364351209406,1.3942321871344545,1.7211014799171875,21397.871679,127.744762,66.326477,741.922805,84.794461,898.764806
eva,15,PASS,corelab_v8_0001,sha256:4049323e85252e3f5c2a954763a897d9b110fa218cd8f9e51c7871fab69fad4b,sha256:3acd98ce5cf55b53d7c03a56acd25e6ac8b8f7f592e30d6245460bb3f41de7fd,1.013076274619631,0.039275762568448544,-1.0450208965716623,-0.10042762797466419,8.005011471131262,1.2442019484673688,1.6589830442564772,21397.871679,127.744762,50.195508,548.039858,79.180096,677.881976
eva,15,PASS,corelab_v8_0002,sha256:9a23a8e24790b2de00d788b3c750e6a816075fcbbb5e11fff5cf3e987c0af25b,sha256:26a99bddbc2273a66a8c19102bd3b577c261c40440f3bf7d89858bc183f2bd0f,1.012768459917941,0.03928698601864441,-1.658544176541409,-0.3226202650422355,8.185657589764292,1.1574883443926536,1.599384417941353,21397.871679,127.744762,50.371769,548.773875,78.879081,678.2459
eva,15,PASS,corelab_v8_0003,sha256:eabc1a316ee9966cfaa4a45f01fe6aecdd9488c1a9f9defab1084582c9b34264,sha256:4f70b8db003cc03a6bd32e2be1e84f88e18d1203e156651f41ab130f176c78e6,1.013460001477532,0.039731809011439266,-2.478411618797613,-0.09658882880177544,6.836861470875843,1.1885660377773946,1.4023119611302104,21397.871679,127.744762,52.880717,532.72259,80.910433,666.697494
eva,15,PASS,corelab_v8_0004,sha256:97994431569cd784991a97e0ba45ba9624515a430518443eb562ac6647fff1b8,sha256:2a12c65d952832156c9dae37ebc3f8b915f9f8af95b0869136077f353045aa82,1.0132654396526743,0.03965093773530659,-1.6476976628339322,0.15482903507019907,7.980242154556935,1.0715256067750825,1.6141387223840604,21397.871679,127.744762,48.809928,543.409589,87.69841,680.134132
eva,15,PASS,corelab_v8_0005,sha256:d06f30a6ef1dfc6f7910f07558e9ba5c4d962b97bec8282eb9a33319b1ad2de1,sha256:7d2dfbd506d9badd1f63b9e5eade09076cd4b8f14fd9e4dd7990f1e7caaca40f,1.0135384854018008,0.03969373538358124,-1.6466519610833106,0.0865183900850992,7.263185362172411,1.3422617157889651,1.5740510479914651,21397.871679,127.744762,51.90714,550.580534,82.794969,685.508917
eva,15,PASS,corelab_v8_0006,sha256:146c23e59f234f6c6b407abbcd66254f54be369a5548875c7399d0b37264b4d3,sha256:1aca9211f4c7e47e70ce83f4aaf234fe9ae37c00f29c3fd34b3f12eac19c4b7b,1.0130114499029186,0.03948048560330618,-2.169617206139427,0.2108257415654693,6.808813026977557,1.2510436369012479,1.3505223529842338,21397.871679,127.744762,49.341545,548.511642,75.433817,673.50317
eva,15,PASS,corelab_v8_0007,sha256:8424574e73c12716a503869c3a6716e731e07babd9ca6c3c116215ac83d647a6,sha256:99f3119abbf1187524081c8833cfab8d4440c12cc4fb7f7efa3c04a41289d948,1.0126744645256418,0.039190531954208206,-0.9341364620405479,-0.1148071521062506,8.653659287055767,1.74954844721009,1.7794915092413437,21397.871679,127.744762,49.095214,710.543362,85.59854,845.450335
eva,15,PASS,corelab_v8_0008,sha256:ff4bc0203c7bed91bb2371266e8009add3df749524f52dac94646ef68084dc77,sha256:6a9c10a041093dfce3d2b9598cd5506e29eaab8465057079a7bf3975d3c5d89e,1.0126269571256317,0.039075569943971156,-1.2947803958150568,0.23261703283175716,8.532931330967626,1.2152358931975824,1.6398183934138644,21397.871679,127.744762,62.424581,607.179598,76.398467,746.221536
eva,15,PASS,corelab_v8_0009,sha256:51f387cf6716c7f13145d051a502537066c4b7b178361066b6e8f60e24a9a744,sha256:f9c45846ff54d81ace75662d149404fa2aeea082b8f62fb2efd73fc7a5d2089c,1.0130918611503874,0.03933844895793222,-1.3461636212527692,0.11127670910941984,7.919476569970657,1.0679428237384974,1.5749362226498798,21397.871679,127.744762,49.666971,535.803616,74.598488,660.280672
eva,15,PASS,corelab_v8_0010,sha256:53c4f31fea1ee8c0c05a08bcdad82e41a5e5bed79d7586ec336080fdae46ec06,sha256:f8501f5507313c2437073b2d64f66b60c9611c24e32470baed01aa19900e3fb7,1.0129669218316775,0.03908821090730473,-1.6465733884920248,0.13502619287221496,7.5372821845861955,1.1744679560493994,1.4915871763791364,21397.871679,127.744762,53.351921,558.045031,74.835492,686.453919
eva,15,PASS,corelab_v8_0011,sha256:e46334e6ae126cdc02bcc275eb58c28aa71f61b927bc2d0d020cac60b29a8c0e,sha256:828eeeba624f6837b1cf30a77de99c474148764427cc6a57515b270c74dca47b,1.0136099843054565,0.04003144371593208,-2.3027813819817116,-0.18763354856464015,7.899062628632966,1.3547793358162794,1.4598674591751848,21397.871679,127.744762,52.207684,550.903011,77.067221,680.420291
eva,15,PASS,corelab_v8_0012,sha256:1556f461b70f631ee7c995d13923f3b000c5aa35efc0f9df8a04a5479b5b8fe9,sha256:aee953dbd18f509b5b22fd102b25d93754f9964671c55e4fd53b8679474317c6,1.0130660667398674,0.03952809615687328,-0.8629174553335122,-0.0007794719999503902,8.317946048500309,1.3634774523606206,1.6413372244343685,21397.871679,127.744762,49.308834,542.563701,75.173648,667.361515
eva,15,PASS,corelab_v8_0013,sha256:32bbd2506d4707c2e401981fac7af93535112dcbca8ed1775af4271c56777d08,sha256:2eeb65ac55e334eebc760bbd0f6aa321c4685f83514413e5cbdf34e5a9e17b8e,1.0137640231952814,0.03985187366021911,-2.5210357032701562,0.06826824400173277,7.372956921498626,1.2566360722240575,1.4637226428278975,21397.871679,127.744762,49.056781,539.369587,79.260567,667.909002
eva,15,PASS,corelab_v8_0014,sha256:fb2f63ec42222698bd31385cd6254a1971b6da0f9a7003be94fc52b15eaeb735,sha256:82201117b2eb6e74f350cc43e2a3cee2e936d531244edce3937b223792eb600e,1.0133514646288924,0.039539330605671885,-1.5530229764130792,0.37471745251915645,8.246239487868282,1.2930992499729974,1.5405650726012106,21397.871679,127.744762,49.001388,530.338111,85.481319,665.093749
eva,15,PASS,corelab_v8_0015,sha256:cb41ffd67a414a0ed1537863b5f7b04cc0caf3beac261caf5e58547545bcd5d0,sha256:1afa57c51a64cd2d50a6632a3e17d025625f44b1b1bdf42a8014d3e09b33f357,1.0132637166965792,0.03962312209777273,-1.1992943564245135,0.057074592467468335,8.622207409376811,1.3018312521119229,1.8770052440106588,21397.871679,127.744762,49.491978,540.980131,74.640167,665.326428
eva,15,PASS,corelab_v8_0016,sha256:17ad3415d7a16277b0ce191e8ef90bded4a31daef544d5a51f726b997ddc543d,sha256:f2da62dc3c1515c981cd877c5855ba0c0a0c7dc8653541dac0bfb40f56d3a6cf,1.0140626346399007,0.039909039177232,-2.4233331616728413,-0.1981337267895766,7.085904754207181,1.2294994565655,1.4260239469436329,21397.871679,127.744762,50.741673,560.984727,93.845223,705.78308
eva,15,PASS,corelab_v8_0017,sha256:33ded4be8be3ad0c5a53610881de7b4b743322e87194e958bf7ce0d3d0132c56,sha256:70b89e7e0dc6d2ecd59cf3d6914737b5e3eb6ceaf8b51a6ab68c643b132ff2ce,1.0133022137032297,0.039680404612506284,-0.9563439943551153,-0.050006530397281965,8.703846895844336,1.264299092905914,1.7284480054411975,21397.871679,127.744762,49.970736,539.58419,74.498761,664.269523
eva,15,PASS,corelab_v8_0018,sha256:0ed56cd302f69a96da48248d1ddbcc92105fbad1047acd421845e6fa6063c343,sha256:99ecdd6e5516b7dbe65a42484ea2aafe57fbb55c06cc41489da28290ec8d6a03,1.0128927251353932,0.03931086079322847,-1.4064263396701897,-0.10203925218876347,8.304383804484864,1.0709340077709557,1.6282910164918878,21397.871679,127.744762,49.13077,532.243812,91.174883,672.744019
eva,15,PASS,corelab_v8_0019,sha256:8afd4eff87317a18d46353d83751f1c32b1ccb374aa1db38af87e49907b47d19,sha256:41be8537a532f7e7cf8fd3d2afdc15f60be79e14fc9c8dc8b04c32c20e61872d,1.013454809777206,0.03969421156636918,-1.6019322211502929,-0.2712748781866249,7.435472787224384,1.4705994842901198,1.4386911220427696,21397.871679,127.744762,48.504305,536.930812,74.436515,660.328569
eva,15,PASS,corelab_v8_0020,sha256:5b87491ce1e0dcf9c61a14bfd6d958329eaa24890201889699817fbb2f941130,sha256:d22d58f12a46801c8ed2c342c80d692ea726832e3e7fe1acc498e4d73887fc1a,1.0135974379095058,0.03992401940960298,-2.622755999378472,0.28162426090074033,7.491052435162492,1.1280247754013741,1.4852091059112877,21397.871679,127.744762,49.734403,548.982205,91.156659,690.08314
eva,15,PASS,corelab_v8_0021,sha256:3ea39adff17f0ccd95c500ff777225bddc57e304acbd292e13294d0986e1aeeb,sha256:b714146387eda65a05271c074062e58c3e2d8d70a621226f1925aaf94fd7045a,1.0133347438203801,0.039535003068013747,-2.406492034197988,-0.09747826147661327,7.478042093348396,1.2217291353125574,1.555739233770509,21397.871679,127.744762,49.500094,536.526889,74.946446,661.222836
eva,15,PASS,corelab_v8_0022,sha256:6899ee7183364bb0b8850c75cf1abf0b22edb5d2672411f089c595e310110cef,sha256:c25d468d5dc4e6a7ef79110d4d6ad076ed2421cda2b7a707e81765bc499fd06c,1.0128530513706453,0.039108928162944076,-2.431811891789395,-0.018964084641867662,7.400825697947355,1.1407866224541952,1.4006799423618181,21397.871679,127.744762,49.502678,546.852074,95.641428,692.208679
eva,15,PASS,corelab_v8_0023,sha256:977a7987845d8596b3c7e64aa6c76f4e4165525c3f51c66d38a2ac092a355ba3,sha256:865f3701e778c1bce845eefd468227a5bc4844963e7df0ef2583108367b5d039,1.0134625774557373,0.03997898831609619,-2.4375614440217093,-0.02206333533141433,7.246773097894794,1.2977701754343158,1.519100925316672,21397.871679,127.744762,49.263079,545.130098,75.571484,670.171668
eva,15,PASS,corelab_v8_0024,sha256:eace094fbface3b357d43441d969b5938ca9c76695ff5b8b8dad540936b965a7,sha256:5bd2834fbfb36ae9fce9540ca4c801a003f6b71c73b7386348be28a738dc65c7,1.0129859558251593,0.03944933754281181,-3.3984021506930566,0.2417999336019613,6.630980196760821,1.169178474419668,1.2939537608491505,21397.871679,127.744762,49.509921,538.054199,91.18433,678.965028
eva,15,PASS,corelab_v8_0025,sha256:f74d4df388603c94556931f25bb5e4535d3d0d8682553f07a16c99dadede3993,sha256:db0ed9b2e392f9fefcded6c25a661d29d92d4bdffda8a0d8f73d736998c31136,1.0136024179639251,0.03985415084103097,-1.2386363910036309,0.03075345160987103,8.161485559166588,1.4195735311616182,1.5994818427243818,21397.871679,127.744762,51.803425,591.933165,92.057449,736.005898
eva,15,PASS,corelab_v8_0026,sha256:46eebf3d4db824679924e9b8f724ca0fd5da7c4853300f9c138ccfebee890a1c,sha256:80dd671c560b9ad59ea34a570ca4eea764c40e5bacf0308435700e4e46b786b8,1.0131392130167034,0.03952906408518269,-2.1334736438483946,0.25358889112671684,7.62869236438952,1.1627949023087367,1.5838439433628926,21397.871679,127.744762,52.913719,538.756537,91.982298,683.854923
eva,15,PASS,corelab_v8_0027,sha256:9e1c52ca9a02d0552ae89dc415ef59a004a385c16aa1554175922b58b549f80f,sha256:3729ed4464020063659585eb010f4647c3e3df07db18c09c9c409608a1f8f7aa,1.0132684179248936,0.03972716358010917,-1.1410573641397028,0.02127259573086217,8.467376335524792,1.071953950495284,1.8556985471664462,21397.871679,127.744762,48.97062,548.000463,80.255724,677.438343
eva,15,PASS,corelab_v8_0028,sha256:d39243e7172c13962976a8b3f508c394dbd887eeb3aa33acb0f640e410f932c6,sha256:b1cc038b7d708e648f7c0196d56d7c79f8623fc04a8b997386e97eeaca2509f4,1.0133369781679926,0.03956485484349303,-0.910080305530089,0.24209030054939018,8.82612416924514,1.3015388065933262,1.6532034899631314,21397.871679,127.744762,52.079243,594.401726,115.096941,761.843218
eva,15,PASS,corelab_v8_0029,sha256:11ff9f85175ce0943ac4e6a38cd2a8b03ba80e87ceab50c0b1c7013b3d2346be,sha256:20522a3f5f4ae4d6822ae693447b0d45d74ef58c359a4cdcecc189200ca06c34,1.0134076984123608,0.03987654300807496,-1.5757974833809592,-0.338342594918956,7.396059120181641,1.0676057592435255,1.4714160986561695,21397.871679,127.744762,81.554761,860.807142,78.618973,1021.198854
eva,15,PASS,corelab_v8_0030,sha256:79364bfb98f26f4092dde055eba76dcd13f19859895efbe0e5d674cab20546b5,sha256:b6c015d3a597ad8cc76e5e3b57c9284354c9c82ddf57d66e8126ae40af7d5d3c,1.013496318484807,0.039555680169291396,-1.6665367978797836,-0.000140745877789325,7.510580204691125,1.0592746629294936,1.6646804302684326,21397.871679,127.744762,51.33152,553.226369,92.125116,696.894882
eva,15,PASS,corelab_v8_0031,sha256:c28e5f57ff396a93232206c5fcdecfdd6ce698a024920d2f55f7d2a9a6a8ffda,sha256:e00c6fc9e67f9c4f8474341447303b435ed165bba1af0e9ee3dfadcff8426aaa,1.0132139326438077,0.039870731024082645,-0.9989941673016827,0.15419775253150658,8.591827312192573,1.2736418988147318,1.6942503057219225,21397.871679,127.744762,49.389125,562.729059,74.354561,686.687229
eva,15,PASS,corelab_v8_0032,sha256:8b9efa8b538a2b3a72f61fd0bb80ac006ee16412c279e08b3ca162a4c17aee2e,sha256:7bbda72eaa2468a576d79ad037b5b05cd9cf45d19983033f8a9c958abac8fa23,1.0135200959497546,0.040027494046757345,-1.9887365753363178,-0.1080133377447354,7.714108384244007,1.4370598590739279,1.6319215495974593,21397.871679,127.744762,55.709054,548.618061,91.840151,696.384575
eva,15,PASS,corelab_v8_0033,sha256:eeea3b25fcf126fddc3fbd85a49d2e3c8e751c12e23720efcbe0823b9a392602,sha256:ebd3d130e2eb1e6591638f4f81d48bc6c27b4f4dd88cff90cc02e80e3112b880,1.0129998209957085,0.03918492575207193,-0.4655065085978207,-0.13456856530351624,8.933039119567962,1.032357084247896,1.926661472374677,21397.871679,127.744762,49.175494,544.203388,74.880427,668.4727
eva,15,PASS,corelab_v8_0034,sha256:4cc8c85b23e284953156ca8f6a3cc212fdf4e739b1bd549f39479a3833edf41d,sha256:4600b5fb5b09030697279fc730deb5b956b4d7ac485e87c232cfb9d870437ade,1.0137341616280426,0.039771903303479836,-1.5693988106096182,-0.0878980708766824,7.310086673098165,1.361728989022273,1.5426231579674083,21397.871679,127.744762,49.029279,542.30188,93.261338,684.804856
eva,15,PASS,corelab_v8_0035,sha256:4cf5bc65098f779bd1240ab680d27256ed70a445050c5eca3c96a431d7e78f03,sha256:1f6557cc4052a66c5c0933f036118c751130b692931e913b78db9d15cf89ab22,1.0133107657108587,0.039657030012001035,-1.5261641533177244,-0.1084006813995463,7.58721068858234,1.260234088368781,1.5273127434016016,21397.871679,127.744762,48.836548,541.371374,74.82843,665.255133
