row_id,label,scaled_logit,polynomial_score,plaintext_decision,materialization_schema,source_data_sha256,source_model_sha256,source_feature_space,preprocessing_method,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15
1,1,-0.027433487445694182,0.49459560297319827,false,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.63347559253600005,0.13009815969499999,-0.381671547931,-0.39750401667099999,0.25728606820599997,0.023258367283,-0.59421189454699996,-0.487975475682,-0.61055134766899999,-0.133771386869,-0.51093057202299996,-0.34888549929599999,0.111044426217,0.067165648684999996,-0.249781977539
4,1,0.26184706408105063,0.55158387162396694,true,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,0.17415261470599999,0.30189291963999998,-0.381671547931,-0.082247535437999994,0.358404594031,-0.155773219824,-0.59421189454699996,3.3320964822639998,0.77568841505499997,1.40674937042,0.90810659491800005,-0.34888549929599999,-1.3814467336209999,-0.170645844036,-0.249781977539
6,0,-0.077154893909240713,0.48480048589987956,false,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.058226836889000003,-1.163779491778,-0.381671547931,-0.33829340852099998,-0.24511813893199999,-0.65893067480099998,-0.59421189454699996,-0.487975475682,-1.405797588362,-0.79230739903199998,-0.51093057202299996,-0.34888549929599999,-0.69270350359699995,0.48351869286299998,-0.249781977539
7,0,-0.06656476518739865,0.48688674125808246,false,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.73870402344700004,-1.1661010425880001,-0.381671547931,0.39303761647300001,0.89542595415299997,-0.679588165621,-0.58785517199399995,-0.485517256919,-0.393742109417,0.94804171775900004,-0.20123842158300001,-0.34888549929599999,-1.3814467336209999,1.321346874909,-0.249781977539
10,1,0.072416179030806618,0.51426598726906891,true,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.72467356599199995,1.5578519078819999,-0.381671547931,-0.39750401667099999,-0.031493865906,-0.61859938319899999,-0.59421189454699996,-0.487975475682,0.093032300018000003,-1.081893177694,-0.51093057202299996,-0.34888549929599999,0.22347918858099999,-0.126742183841,-0.249781977539
15,1,0.092122812973609872,0.51814819415580116,true,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.57296924476199995,0.14402746455599999,-0.37312344104200001,-0.39750401667099999,0.62942046279499997,0.43493264862800002,-0.038452722823000003,-0.487975475682,0.34248848920399999,-0.64586108355799998,-0.51093057202299996,-0.34888549929599999,-0.741532314681,1.5298892608329999,-0.249781977539
18,0,-0.10789795847374802,0.47874410218067165,false,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.66679792899099999,-0.71339863462599995,0.77232288215,-0.39750401667099999,-1.543716864724,0.50182357128300004,0.797910344429,-0.465851506814,0.060803899736999997,-2.2392914774060002,-0.51093057202299996,1.419851587188,0.68992283130300003,-1.2104308629760001,-0.249781977539
21,0,-0.19709657143358461,0.46117197542758381,false,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.73870402344700004,-0.75286499839700005,-0.381671547931,-0.39750401667099999,-0.77029678882300001,0.85988674549900002,-0.59421189454699996,-0.487975475682,-0.97259766251099999,-1.0894516972029999,-0.51093057202299996,-0.34888549929599999,0.41044213628300003,-1.2104308629760001,-0.249781977539
22,0,-0.12518931780281811,0.47533770439284484,false,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.73870402344700004,-1.1661010425880001,-0.381671547931,-0.39750401667099999,0.333808195857,0.36312327577699999,-0.42712090174099998,-0.487975475682,-1.413750050769,-0.38745419786700003,-0.51093057202299996,-0.34888549929599999,0.86082367009600003,-1.1796983008399999,-0.249781977539
23,0,-0.18795028419037754,0.46297379401449562,false,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.73870402344700004,-1.1661010425880001,-0.381671547931,0.152994610457,1.1372905361929999,2.2941068224399999,2.0165848680459999,0.58380790505400004,0.95482809453799999,0.69955538892299995,-0.48412140079100002,-0.34888549929599999,2.3398226584500001,-0.70041667704999999,-0.249781977539
25,0,-0.078141946976047691,0.48460603644571859,false,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.73870402344700004,-1.1661010425880001,-0.381671547931,3.8752614904030001,0.492773806275,0.63363803651700001,-0.56152017856299996,0.29250898162,-0.013698116496,0.82143651599400003,-0.51093057202299996,-0.34888549929599999,-1.3814467336209999,1.8672157166609999,-0.249781977539
27,0,-0.026901146227574731,0.49470047419316776,false,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.66942863976400002,0.75072607625099996,-0.381671547931,-0.39750401667099999,0.33426368471200002,1.1028581851449999,0.090497934668999996,-0.487975475682,-0.26189865372299997,0.24982347817799999,-0.51093057202299996,0.854643074655,0.88652304435100004,-1.2104308629760001,-0.249781977539
29,1,0.059159281557607177,0.51165437846684858,true,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.19853141143700001,1.1562236177409999,-0.381671547931,-0.36869885595000002,0.94780717248599999,0.419685453022,0.083233108895000005,1.264734502449,-0.043415212858999998,-0.72522553839500004,1.48681491186,-0.34326153399699999,0.69634767486600002,1.015484708887,-0.20557882345799999
31,1,0.076759668145334137,0.51512165462463078,true,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.57998447348899995,-0.30325799151600003,-0.381671547931,-0.39750401667099999,0.073268570759000007,-0.46612742714599997,-0.39987780508800003,-0.487975475682,0.056199842553999999,0.93717634596599997,0.395958978967,-0.34888549929599999,-1.3814467336209999,0.21131599965699999,-0.052877018451999998
35,1,0.14722243199027199,0.52900281910208358,true,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.73870402344700004,-1.1661010425880001,1.4675689091619999,-0.26628050671600001,0.49687320597099999,-2.0946262868000001,2.5160416400200001,1.602739582383,0.30774878500500003,0.58381555895199999,-0.45453886701700003,-0.34888549929599999,-1.3814467336209999,0.57059428558199998,-0.249781977539
36,1,0.012121620020199692,0.50238795914397938,true,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.73870402344700004,-0.68244462382600002,-0.381671547931,-0.35109570217500002,-0.82131154059,-1.195041746085,-0.59421189454699996,-0.45233130361599999,-0.49335716482999997,-0.49658032326899998,-0.51093057202299996,-0.34888549929599999,-1.3814467336209999,-0.33747975277499997,-0.249781977539
40,1,0.04409373475174537,0.50868646574609389,true,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,0.267981298935,0.56113276009599999,-0.381671547931,-0.39750401667099999,0.26092997904600002,-0.64466716923400003,-0.014842039057,-0.487975475682,-0.35732820260600001,-0.89859907961800001,1.02273891329,-0.34888549929599999,0.66872084754299999,0.46961586713499998,-0.249781977539
41,0,-0.064234136138406284,0.48734587518073397,false,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.73870402344700004,-1.1661010425880001,-0.381671547931,1.161175235722,0.084200303281000005,-0.23791133808600001,-0.59421189454699996,-0.47937171001099999,-0.61096989832199999,-0.49280106351500003,-0.51093057202299996,-0.34888549929599999,-1.3814467336209999,1.191831077335,-0.249781977539
42,1,-0.0007815782606118999,0.49984602908265946,false,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.53350858317000005,-0.57642713683299995,0.35916438249100002,-0.39750401667099999,0.30738984226299998,0.097035120212000003,-0.46253692739000002,-0.487975475682,0.010577821378,0.39012849655100001,-0.51093057202299996,-0.34888549929599999,-0.186425830781,-0.36089503821199997,-0.249781977539
43,0,-0.41143716884806214,0.41894687773693173,false,flipguard_tabular_validation_v2,sha256:0eb6aeae2b31fecf2bfdec45a15931643fa2da0de8b99485309b90a67f97bca5,sha256:edb34de653b4d4b756b3e497b1edc448b941926d02b32f3d93817db66bde9b78,model_input,identity_model_input_v1,-0.168445281626,-0.73870402344700004,-1.1661010425880001,-0.381671547931,2.5662269642659998,1.4087618938119999,1.3433703996940001,-0.59421189454699996,1.1578019862519999,-0.011605363231000001,0.25927162756299998,0.25821530608499998,-0.34888549929599999,-1.3814467336209999,-0.52041167025199997,12.669594419708
