row_id,label,scaled_logit,polynomial_score,plaintext_decision,materialization_schema,source_data_sha256,source_model_sha256,source_feature_space,preprocessing_method,x_0,x_1,x_2,x_3
2,0,-0.56907793174348931,0.38789164744653259,false,flipguard_tabular_validation_v2,sha256:bbd803d18f47dd566c13b73435667739639688e4bcd7cedf444d3eaff97055e1,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.428811901823,-1.085527170849,1.570276746005,-0.28955466779400002
3,1,0.29036303923093265,0.55720151872849377,true,flipguard_tabular_validation_v2,sha256:bbd803d18f47dd566c13b73435667739639688e4bcd7cedf444d3eaff97055e1,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.65797428037299999,-0.29078340232,-0.105914636002,1.327229573796
4,0,-0.38572966600559289,0.42401125579689819,false,flipguard_tabular_validation_v2,sha256:bbd803d18f47dd566c13b73435667739639688e4bcd7cedf444d3eaff97055e1,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.97155468582799998,-1.063617266919,0.53166494470500003,0.430579807368
5,0,-0.63406250820839571,0.37508968588294606,false,flipguard_tabular_validation_v2,sha256:bbd803d18f47dd566c13b73435667739639688e4bcd7cedf444d3eaff97055e1,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,1.250483700795,0.28981026702000001,-0.14713837208300001,0.761343158661
6,1,0.47706838568188964,0.59398247197933229,true,flipguard_tabular_validation_v2,sha256:bbd803d18f47dd566c13b73435667739639688e4bcd7cedf444d3eaff97055e1,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-1.5815158065499999,0.12549452609200001,-0.16931955540800001,0.019590475717000001
7,1,0.26951589542379939,0.55309463139848847,true,flipguard_tabular_validation_v2,sha256:bbd803d18f47dd566c13b73435667739639688e4bcd7cedf444d3eaff97055e1,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.86006160325100001,-1.8053435079810001,1.7840472702779999,1.0217542761530001
9,1,0.27549985618209383,0.55427347166787244,true,flipguard_tabular_validation_v2,sha256:bbd803d18f47dd566c13b73435667739639688e4bcd7cedf444d3eaff97055e1,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.61333157728400001,-1.439244895007,0.78978867174300005,0.55708497796500001
11,0,-0.5333050305879542,0.39493890897417305,false,flipguard_tabular_validation_v2,sha256:bbd803d18f47dd566c13b73435667739639688e4bcd7cedf444d3eaff97055e1,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,1.0591528087390001,0.759088645811,-0.72092356827699999,0.56325595025700004
14,0,-0.41347980528224826,0.41854447835939712,false,flipguard_tabular_validation_v2,sha256:bbd803d18f47dd566c13b73435667739639688e4bcd7cedf444d3eaff97055e1,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,1.3251459853300001,-0.77525355861300005,0.17635821863600001,1.0236059018970001
15,1,0.16256616524492803,0.53202553455325086,true,flipguard_tabular_validation_v2,sha256:bbd803d18f47dd566c13b73435667739639688e4bcd7cedf444d3eaff97055e1,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.43141313019200001,0.35306380104700003,-1.3995321525119999,-0.62093840915700005
