split_seed,dataset_id,model_id,workload_id,observation_index,measurement_run,row_index,row_id,order_index,order_position,arm_id,role,candidate_id,plain_y,ckks_y,y_error,decision_flip,encode_encrypt_ms,model_eval_ms,polynomial_eval_ms,eval_only_ms,decrypt_decode_ms,total_ms
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,1,1,1,1,1,1,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_940085e2ae5c,0.534616007321,0.5331044472789821,0.001511560042017912,False,31.221066,3.927992,26.603936,30.531928,14.29924,76.057653
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,2,1,1,1,1,2,catalog,bounded_catalog_oracle,default__rescale_aware,0.534616007321,0.534615799636381,2.0768461905795732e-07,False,73.046823,4.744364,44.926757,49.671121,31.831912,154.554212
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,3,1,1,1,1,3,reference,ckks_reference,default__rescale_aware,0.534616007321,0.53461579952573,2.077952699908181e-07,False,62.38553,7.472819,49.630253,57.103072000000004,24.172107,143.664697
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,4,1,2,140,2,1,catalog,bounded_catalog_oracle,default__rescale_aware,0.422073978756,0.4220737710656176,2.076903823922116e-07,False,60.769383,5.448896,50.278515,55.727411,29.867751,146.368601
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,5,1,2,140,2,2,reference,ckks_reference,default__rescale_aware,0.422073978756,0.4220737711006782,2.076553218266497e-07,False,71.356851,6.747412,43.85493,50.602342,26.852102,148.815053
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,6,1,2,140,2,3,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_940085e2ae5c,0.422073978756,0.42544277805286196,0.0033687992968619573,False,26.669844,2.149013,28.486559,30.635572,13.086469,70.395101
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,7,1,3,293,3,1,reference,ckks_reference,default__rescale_aware,0.563321518084,0.5633213104351986,2.0764880137580377e-07,False,78.942937,28.713966,51.995121,80.709087,26.486997,186.143029
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,8,1,3,293,3,2,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_940085e2ae5c,0.563321518084,0.5607687888099988,0.0025527292740011864,False,33.604613,4.180155,29.670161,33.850316,14.004035,81.462602
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,9,1,3,293,3,3,catalog,bounded_catalog_oracle,default__rescale_aware,0.563321518084,0.5633213104194681,2.0766453190379508e-07,False,76.404163,9.838213,42.805911,52.644124000000005,23.35568,152.407153
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,10,1,4,410,4,1,reference,ckks_reference,default__rescale_aware,0.575851146476,0.5758509389518877,2.0752411233893042e-07,False,65.210757,6.055945,58.446037,64.501982,31.792528,161.508874
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,11,1,4,410,4,2,catalog,bounded_catalog_oracle,default__rescale_aware,0.575851146476,0.5758509388264091,2.0764959085539658e-07,False,66.209211,4.66248,39.842049,44.504529000000005,26.055056,136.772253
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,12,1,4,410,4,3,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_940085e2ae5c,0.575851146476,0.5725590663331843,0.0032920801428156787,False,28.250967,2.155184,27.580403,29.735587000000002,15.170901,73.160301
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,13,2,1,1,2,1,catalog,bounded_catalog_oracle,default__rescale_aware,0.534616007321,0.5346157996476215,2.076733784939222e-07,False,90.682914,4.464077,38.587214,43.051291000000006,22.892105,156.630108
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,14,2,1,1,2,2,reference,ckks_reference,default__rescale_aware,0.534616007321,0.5346157996792711,2.0764172892207e-07,False,63.010954,12.010379,41.832855,53.843234,23.823188,140.681594
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,15,2,1,1,2,3,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_940085e2ae5c,0.534616007321,0.533112736925959,0.0015032703950410564,False,30.564018,2.120739,23.852106,25.972845,13.068315,69.608244
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,16,2,2,140,3,1,reference,ckks_reference,default__rescale_aware,0.422073978756,0.42207377102053817,2.0773546183239233e-07,False,58.17544,11.46419,40.612941,52.077131,26.110836,136.367242
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,17,2,2,140,3,2,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_940085e2ae5c,0.422073978756,0.4255107004333043,0.0034367216773042997,False,31.979148,4.540401,22.273028,26.813429,16.952965,75.74969
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,18,2,2,140,3,3,catalog,bounded_catalog_oracle,default__rescale_aware,0.422073978756,0.4220737710501301,2.0770586989238282e-07,False,63.979195,8.538939,45.766452,54.305391,23.336815,141.624358
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,19,2,3,293,4,1,reference,ckks_reference,default__rescale_aware,0.563321518084,0.5633213103947738,2.076892261504426e-07,False,59.266772,5.642318,38.999848,44.642166,23.804362,127.71757
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,20,2,3,293,4,2,catalog,bounded_catalog_oracle,default__rescale_aware,0.563321518084,0.5633213103886745,2.076953254936953e-07,False,56.710345,4.878364,39.216976,44.09534,22.061927,122.905003
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,21,2,3,293,4,3,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_940085e2ae5c,0.563321518084,0.5606257628929915,0.0026957551910085087,False,29.745907,2.293964,25.404084,27.698048,15.840116,73.287028
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,22,2,4,410,5,1,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_940085e2ae5c,0.575851146476,0.5724085245225329,0.0034426219534671176,False,26.549784,2.256614,21.740259,23.996872999999997,12.507111,63.056785
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,23,2,4,410,5,2,reference,ckks_reference,default__rescale_aware,0.575851146476,0.5758509388505758,2.0762542418673036e-07,False,59.154426,5.872731,40.169559,46.04229,34.501417,139.70157
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,24,2,4,410,5,3,catalog,bounded_catalog_oracle,default__rescale_aware,0.575851146476,0.5758509388558147,2.0762018526632176e-07,False,59.198193,5.331225,37.523087,42.85431199999999,26.967894,129.024798
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,25,3,1,1,3,1,reference,ckks_reference,default__rescale_aware,0.534616007321,0.534615799597654,2.077233459685246e-07,False,55.454238,4.583862,36.744336,41.328198,22.275813,119.061555
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,26,3,1,1,3,2,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_940085e2ae5c,0.534616007321,0.5330892828442707,0.001526724476729302,False,26.501634,3.704302,25.260079,28.964381000000003,11.045819,66.514369
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,27,3,1,1,3,3,catalog,bounded_catalog_oracle,default__rescale_aware,0.534616007321,0.5346157996791431,2.0764185693078474e-07,False,61.031479,5.740222,45.965255,51.705477,27.273808,140.014953
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,28,3,2,140,4,1,reference,ckks_reference,default__rescale_aware,0.422073978756,0.4220737711336111,2.0762238889249218e-07,False,65.578262,4.571068,44.992264,49.563332,23.623793,138.768664
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,29,3,2,140,4,2,catalog,bounded_catalog_oracle,default__rescale_aware,0.422073978756,0.4220737711117389,2.0764426111874457e-07,False,61.172964,4.741168,45.932303,50.673471,26.658829,138.508931
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,30,3,2,140,4,3,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_940085e2ae5c,0.422073978756,0.42540303584136124,0.0033290570853612422,False,30.489708,2.313231,26.013523,28.326754,16.363884,75.184083
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,31,3,3,293,5,1,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_940085e2ae5c,0.563321518084,0.5605228420463355,0.0027986760376644826,False,33.849383,2.319493,23.565233,25.884726,12.80509,72.54449
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,32,3,3,293,5,2,reference,ckks_reference,default__rescale_aware,0.563321518084,0.5633213103877951,2.076962049013531e-07,False,60.750407,4.611244,56.325638,60.936882,44.401976,166.092711
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,33,3,3,293,5,3,catalog,bounded_catalog_oracle,default__rescale_aware,0.563321518084,0.5633213103884817,2.0769551833943467e-07,False,64.425323,4.622655,38.869544,43.492199,28.333902,136.256164
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,34,3,4,410,6,1,catalog,bounded_catalog_oracle,default__rescale_aware,0.575851146476,0.5758509387544745,2.0772152553583112e-07,False,63.401833,6.018335,42.457468,48.475803,26.182445,138.063576
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,35,3,4,410,6,2,direct,direct_synthesis,synth_repair_scale_1_rescale_N13_Q7_S24_940085e2ae5c,0.575851146476,0.5726220440747175,0.003229102401282491,False,32.744195,2.16386,26.538879,28.702739,13.042545,74.492546
0,banknote,linear_poly3,split_seed_0/banknote/linear_poly3,36,3,4,410,6,3,reference,ckks_reference,default__rescale_aware,0.575851146476,0.5758509387763108,2.0769968922529358e-07,False,59.90222,5.085523,44.011359,49.096882,24.840667,133.843767
0,banknote,mlp_square_linear_score,split_seed_0/banknote/mlp_square_linear_score,1,1,1,0,1,1,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q6_S20_3d287ebd064d,0.393466052171,0.39350281429489803,3.6762123898026466e-05,False,28.673931,71.501813,0.59651,72.098323,13.383836,114.158194
0,banknote,mlp_square_linear_score,split_seed_0/banknote/mlp_square_linear_score,2,1,1,0,1,2,catalog,bounded_catalog_oracle,short_chain_6_scale40__baseline_non_rescale,0.393466052171,0.3934660519853802,1.8561979731046563e-10,False,56.576304,102.000092,8.333058,110.33314999999999,60.793818,227.708381
0,banknote,mlp_square_linear_score,split_seed_0/banknote/mlp_square_linear_score,3,1,1,0,1,3,reference,ckks_reference,default__rescale_aware,0.393466052171,0.39346605217188996,8.899547765395255e-13,False,63.376851,140.649502,3.313718,143.96322,34.561651,241.904589
0,banknote,mlp_square_linear_score,split_seed_0/banknote/mlp_square_linear_score,4,1,2,144,2,1,catalog,bounded_catalog_oracle,short_chain_6_scale40__baseline_non_rescale,0.547833022671,0.5478330228480986,1.7709866906301386e-10,False,59.960754,103.72511,2.673207,106.398317,55.012248,221.374706
0,banknote,mlp_square_linear_score,split_seed_0/banknote/mlp_square_linear_score,5,1,2,144,2,2,reference,ckks_reference,default__rescale_aware,0.547833022671,0.5478330226709941,5.88418203051333e-15,False,59.998295,128.627091,1.790871,130.41796200000002,34.816615,225.235797
0,banknote,mlp_square_linear_score,split_seed_0/banknote/mlp_square_linear_score,6,1,2,144,2,3,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q6_S20_3d287ebd064d,0.547833022671,0.5478560362777523,2.3013606752275706e-05,False,23.062209,61.830447,1.939515,63.769962,10.490127,97.324844
0,banknote,mlp_square_linear_score,split_seed_0/banknote/mlp_square_linear_score,7,1,3,271,3,1,reference,ckks_reference,default__rescale_aware,0.557821783242,0.5578217832467436,4.743538895013444e-12,False,57.873308,146.720275,3.207521,149.927796,38.433576,246.238135
0,banknote,mlp_square_linear_score,split_seed_0/banknote/mlp_square_linear_score,8,1,3,271,3,2,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q6_S20_3d287ebd064d,0.557821783242,0.5578051179017421,1.6665340257904226e-05,False,25.780366,60.012622,0.585409,60.598031,15.964785,102.346859
0,banknote,mlp_square_linear_score,split_seed_0/banknote/mlp_square_linear_score,9,1,3,271,3,3,catalog,bounded_catalog_oracle,short_chain_6_scale40__baseline_non_rescale,0.557821783242,0.5578217827782408,4.6375925322195144e-10,False,65.9429,84.567298,3.171622,87.73892,47.140289,200.825085
0,banknote,mlp_square_linear_score,split_seed_0/banknote/mlp_square_linear_score,10,1,4,409,4,1,reference,ckks_reference,default__rescale_aware,0.555950251809,0.5559502518037722,5.227818178354937e-12,False,63.125494,136.807859,2.967599,139.77545800000001,72.490129,275.394167
0,banknote,mlp_square_linear_score,split_seed_0/banknote/mlp_square_linear_score,11,1,4,409,4,2,catalog,bounded_catalog_oracle,short_chain_6_scale40__baseline_non_rescale,0.555950251809,0.5559502517229201,8.607992096898442e-11,False,74.70776,130.228838,10.283569,140.512407,73.983486,289.208019
0,banknote,mlp_square_linear_score,split_seed_0/banknote/mlp_square_linear_score,12,1,4,409,4,3,direct,direct_synthesis,synth_analysis_minimum_rescale_N13_Q6_S20_3d287ebd064d,0.555950251809,0.5559004866253142,4.976518368582372e-05,False,36.666911,103.337913,0.590618,103.928531,16.113749,156.711396
