phase,row_id,key_repeat,execution_status,failure_reason,plaintext_score,eva_plaintext_score,native_ckks_score,threshold,decision_margin,error_budget,absolute_error,normalized_budget_usage,certifiable,plaintext_decision,native_ckks_decision,decision_flip,error_violation,keygen_ms,encrypt_ms,execute_ms,decrypt_ms,total_sample_ms
locked_audit_scale_30,0,1,OK,,0.372731897182,0.3727318971818641,0.37400481607258396,0.5,0.127268102818,0.063634051409,0.0012729188905839517,0.02000373797359566,true,false,false,false,false,35.600704,29.144969,22.909327,0.718157,52.837955
locked_audit_scale_30,3,1,OK,,0.417581541703,0.41758154170313116,0.41837805930191785,0.5,0.08241845829700001,0.041209229148500004,0.0007965175989178563,0.019328621655298524,true,false,false,false,false,35.600704,32.369526,30.106892,0.746369,63.291196
locked_audit_scale_30,5,1,OK,,0.629785886387,0.6297858863875143,0.6308609170321453,0.5,0.12978588638699995,0.06489294319349997,0.0010750306451453584,0.01656621802373481,true,true,true,false,false,35.600704,28.945274,22.990209,0.737993,52.732408
locked_audit_scale_30,6,1,OK,,0.621733672687,0.621733672687174,0.6236183991905079,0.5,0.12173367268699997,0.060866836343499986,0.0018847265035079053,0.03096475218247772,true,true,true,false,false,35.600704,29.085237,22.866456,0.723927,52.733028
locked_audit_scale_30,8,1,OK,,0.629438854140,0.6294388541403623,0.6312125486341706,0.5,0.12943885414,0.06471942707,0.0017736944941706412,0.027405905374474772,true,true,true,false,false,35.600704,29.192398,22.823405,0.73596,52.809361
locked_audit_scale_30,9,1,OK,,0.399716912828,0.39971691282815713,0.40125463549677104,0.5,0.10028308717200002,0.05014154358600001,0.0015377226687710577,0.030667637228471847,true,false,false,false,false,35.600704,29.106737,22.861877,0.733105,52.757174
locked_audit_scale_30,10,1,OK,,0.640342164990,0.6403421649901747,0.6419257835754993,0.5,0.14034216498999996,0.07017108249499998,0.00158361858549938,0.022567965737342308,true,true,true,false,false,35.600704,28.995479,22.929936,0.769994,52.754239
locked_audit_scale_30,11,1,OK,,0.565146843018,0.565146843017817,0.5666596818103189,0.5,0.065146843018,0.032573421509,0.0015128387923188935,0.04644396327542373,true,true,true,false,false,35.600704,29.164105,22.940576,0.733245,52.898669
locked_audit_scale_30,14,1,OK,,0.645080005659,0.6450800056593898,0.6463965714105403,0.5,0.14508000565900003,0.07254000282950002,0.0013165657515402662,0.018149513374499833,true,true,true,false,false,35.600704,28.991271,22.755799,0.746761,52.548413
locked_audit_scale_30,15,1,OK,,0.654038616520,0.6540386165197407,0.6551772785752422,0.5,0.15403861651999995,0.07701930825999997,0.0011386620552422677,0.0147841116853244,true,true,true,false,false,35.600704,28.933662,22.779063,0.734126,52.500041
locked_audit_scale_30,17,1,OK,,0.375133521761,0.375133521761031,0.3768019666190668,0.5,0.12486647823899999,0.062433239119499995,0.0016684448580667754,0.02672366325369244,true,false,false,false,false,35.600704,28.904107,22.836891,0.734006,52.526641
locked_audit_scale_30,19,1,OK,,0.381214331404,0.3812143314035414,0.3827688565930171,0.5,0.11878566859599998,0.05939283429799999,0.0015545251890171086,0.026173615174136522,true,false,false,false,false,35.600704,29.131795,23.154165,0.744837,53.086261
locked_audit_scale_30,20,1,OK,,0.380991310600,0.3809913106000152,0.38271482864768547,0.5,0.11900868939999998,0.05950434469999999,0.0017235180476854461,0.02896457487894067,true,false,false,false,false,35.600704,29.078424,22.970862,0.737353,52.847022
locked_audit_scale_30,21,1,OK,,0.363584009654,0.3635840096535568,0.36452987690174976,0.5,0.136415990346,0.068207995173,0.0009458672477497543,0.013867395535533553,true,false,false,false,false,35.600704,28.92688,22.824928,0.734157,52.54195
locked_audit_scale_30,25,1,OK,,0.335080207201,0.3350802072008215,0.33630310789503937,0.5,0.164919792799,0.0824598963995,0.0012229006940393528,0.014830247762071746,true,false,false,false,false,35.600704,29.016398,22.759806,0.73086,52.560815
locked_audit_scale_30,26,1,OK,,0.643919131784,0.6439191317839463,0.6454582923197589,0.5,0.14391913178399995,0.07195956589199998,0.0015391605357589766,0.021389241536962787,true,true,true,false,false,35.600704,28.983716,22.838905,0.737192,52.613274
locked_audit_scale_30,0,2,OK,,0.372731897182,0.3727318971818641,0.37225571237474536,0.5,0.127268102818,0.063634051409,0.00047618480725464263,0.007483176015212731,true,false,false,false,false,26.045417,28.893958,22.845387,0.74176,52.552971
locked_audit_scale_30,3,2,OK,,0.417581541703,0.41758154170313116,0.4170425503904987,0.5,0.08241845829700001,0.041209229148500004,0.0005389913125012913,0.013079383517682478,true,false,false,false,false,26.045417,29.068406,23.214289,0.726412,53.06403
locked_audit_scale_30,5,2,OK,,0.629785886387,0.6297858863875143,0.6293759461963493,0.5,0.12978588638699995,0.06489294319349997,0.00040994019065065945,0.006317176729498705,true,true,true,false,false,26.045417,28.840979,22.877437,0.732784,52.517985
locked_audit_scale_30,6,2,OK,,0.621733672687,0.621733672687174,0.6211603702266694,0.5,0.12173367268699997,0.060866836343499986,0.0005733024603306047,0.00941896268593937,true,true,true,false,false,26.045417,28.936268,22.801224,0.734207,52.522744
locked_audit_scale_30,8,2,OK,,0.629438854140,0.6294388541403623,0.6289438018378047,0.5,0.12943885414,0.06471942707,0.0004950523021952646,0.007649207117668396,true,true,true,false,false,26.045417,28.838164,22.810111,0.731171,52.430451
locked_audit_scale_30,9,2,OK,,0.399716912828,0.39971691282815713,0.3992718480893979,0.5,0.10028308717200002,0.05014154358600001,0.0004450647386020634,0.008876167480538627,true,false,false,false,false,26.045417,29.010527,22.849855,0.732123,52.646456
locked_audit_scale_30,10,2,OK,,0.640342164990,0.6403421649901747,0.6399764536600709,0.5,0.14034216498999996,0.07017108249499998,0.00036571132992901934,0.005211709965498651,true,true,true,false,false,26.045417,28.861347,23.110935,0.722354,52.748307
locked_audit_scale_30,11,2,OK,,0.565146843018,0.565146843017817,0.5646659353962228,0.5,0.065146843018,0.032573421509,0.0004809076217772157,0.014763804337973566,true,true,true,false,false,26.045417,29.031676,22.713961,0.733295,52.531971
locked_audit_scale_30,14,2,OK,,0.645080005659,0.6450800056593898,0.6446271320705704,0.5,0.14508000565900003,0.07254000282950002,0.0004528735884296031,0.0062430875484530855,true,true,true,false,false,26.045417,28.883118,23.337149,0.736121,53.009798
locked_audit_scale_30,15,2,OK,,0.654038616520,0.6540386165197407,0.6535388344797445,0.5,0.15403861651999995,0.07701930825999997,0.0004997820402554698,0.006489048675538831,true,true,true,false,false,26.045417,28.96422,22.769535,0.727044,52.513075
locked_audit_scale_30,17,2,OK,,0.375133521761,0.375133521761031,0.37470835590525076,0.5,0.12486647823899999,0.062433239119499995,0.00042516585574925436,0.0068099278804911595,true,false,false,false,false,26.045417,28.931499,22.82038,0.731361,52.548232
locked_audit_scale_30,19,2,OK,,0.381214331404,0.3812143314035414,0.3807552616858377,0.5,0.11878566859599998,0.05939283429799999,0.00045906971816234154,0.007729378865116736,true,false,false,false,false,26.045417,28.936528,22.969439,0.737473,52.69613
locked_audit_scale_30,20,2,OK,,0.380991310600,0.3809913106000152,0.38049479128631103,0.5,0.11900868939999998,0.05950434469999999,0.0004965193136889923,0.00834425311617611,true,false,false,false,false,26.045417,28.987684,22.777259,0.727594,52.548443
locked_audit_scale_30,21,2,OK,,0.363584009654,0.3635840096535568,0.36320053024510957,0.5,0.136415990346,0.068207995173,0.0003834794088904414,0.005622206134600493,true,false,false,false,false,26.045417,29.020576,22.714942,0.743404,52.533956
